customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
C6436;Male;0;Yes;Yes;52;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;No;Two year;No;Mailed check;50,2;2554;0
C949;Male;1;No;No;35;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;99,05;3395.8;1
C3701;Male;0;No;Yes;20;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;19,4;374.5;1
C1337;Female;0;Yes;No;15;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);75,35;1114.55;0
C5605;Male;0;No;No;17;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,8;1207;0
C1603;Male;0;No;No;30;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;90,25;2755.35;1
C2239;Female;0;No;No;1;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;95,85;95.85;0
C640;Male;0;Yes;No;10;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;85,25;855.3;1
C6799;Female;0;No;No;13;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;70,15;886.7;0
C3831;Male;0;Yes;No;4;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;100,2;420.2;1
C4852;Female;1;No;No;3;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,4;204.7;1
C6292;Female;0;No;No;59;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;One year;No;Credit card (automatic);79,85;4786.1;0
C1071;Female;0;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);69,75;144.55;1
C156;Female;0;Yes;Yes;14;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);80,9;1152.8;0
C2296;Male;0;No;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;25,15;25.15;1
C6915;Male;1;Yes;No;43;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;103;4414.3;1
C1090;Female;0;No;No;16;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);74,75;1129.35;0
C2941;Male;1;No;No;53;No;No phone service;DSL;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;54,45;2854.55;1
C5953;Female;0;No;Yes;4;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;25,45;84.2;0
C931;Female;0;No;No;16;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);75,1;1212.85;0
C2910;Female;0;No;No;43;Yes;No;DSL;No;Yes;No;Yes;No;No;One year;No;Electronic check;55,45;2444.25;0
C4519;Male;1;No;No;8;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;81,25;585.95;1
C6459;Male;0;Yes;Yes;6;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;49,15;295.65;0
C3248;Female;0;No;No;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);111,6;8012.75;0
C6393;Female;0;Yes;Yes;60;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;49,75;3069.45;0
C5219;Male;0;Yes;Yes;0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;19,7; ;0
C7031;Female;0;No;No;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;20,05;39.25;0
C6079;Female;0;Yes;No;55;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;90,15;4916.95;0
C6560;Female;0;Yes;No;56;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;98,7;5669.5;0
C1699;Male;0;Yes;Yes;71;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;No;Two year;Yes;Electronic check;84,8;6152.4;0
C6623;Male;0;No;No;2;Yes;Yes;DSL;No;No;No;No;No;Yes;Month-to-month;No;Bank transfer (automatic);62,05;118.3;1
C7003;Female;0;Yes;No;64;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);105,4;6794.75;0
C5947;Female;0;No;No;42;Yes;No;DSL;Yes;Yes;Yes;Yes;No;Yes;One year;No;Credit card (automatic);73,9;3160.55;1
C3832;Male;1;Yes;No;25;Yes;Yes;Fiber optic;Yes;No;No;No;No;Yes;One year;Yes;Electronic check;89,05;2177.45;1
C6951;Female;0;Yes;Yes;5;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check;49,4;232.55;0
C6404;Male;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);116,6;8337.45;0
C986;Female;1;Yes;No;33;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);80,6;2656.5;1
C1822;Male;1;Yes;No;32;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;85,3;2661.1;1
C588;Male;0;Yes;Yes;5;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20,1;85.1;0
C6717;Female;0;Yes;No;3;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);74,1;228;1
C5494;Female;1;Yes;No;6;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;84,35;474.9;1
C6409;Male;0;No;No;69;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);106,5;7348.8;1
C6999;Female;0;No;No;13;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;80,5;1011.8;0
C4458;Male;0;Yes;Yes;22;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);75;1573.95;0
C6087;Male;0;Yes;No;61;Yes;Yes;DSL;Yes;No;Yes;No;No;Yes;Two year;Yes;Mailed check;69,9;4226.7;0
C3558;Female;1;No;No;33;No;No phone service;DSL;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);59,45;1884.65;0
C1396;Male;0;Yes;No;41;Yes;Yes;DSL;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;73;3001.2;1
C265;Female;0;Yes;No;45;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;No;Mailed check;113,3;5032.25;0
C3548;Male;1;Yes;No;70;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);90,05;6333.4;0
C4387;Male;0;Yes;Yes;55;Yes;No;DSL;Yes;Yes;No;Yes;No;No;Two year;No;Bank transfer (automatic);57,55;3046.4;1
C6426;Male;0;Yes;Yes;52;No;No phone service;DSL;Yes;No;Yes;No;No;Yes;One year;No;Bank transfer (automatic);44,25;2276.1;0
C6044;Male;0;No;No;3;No;No phone service;DSL;No;No;Yes;No;Yes;No;Month-to-month;Yes;Mailed check;40,15;130.75;1
C3865;Female;0;No;No;30;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;100,2;2983.8;1
C5842;Male;1;No;No;70;No;No phone service;DSL;No;No;No;No;Yes;Yes;One year;Yes;Electronic check;45,25;3264.45;1
C2401;Female;0;No;Yes;9;Yes;No;Fiber optic;Yes;No;Yes;Yes;No;Yes;Month-to-month;No;Bank transfer (automatic);93;870.25;0
C5083;Male;0;Yes;Yes;21;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19,8;350.1;0
C3712;Female;0;Yes;Yes;55;Yes;Yes;DSL;Yes;Yes;No;Yes;No;Yes;One year;Yes;Bank transfer (automatic);75,75;4264.25;0
C247;Male;0;No;No;41;Yes;Yes;DSL;No;No;Yes;No;No;Yes;One year;No;Mailed check;65;2531.8;0
C1595;Female;0;No;Yes;62;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);26;1638.7;0
C6847;Female;0;No;No;1;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Mailed check;79,55;79.55;1
C6302;Female;1;No;No;67;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;54,9;3725.5;0
C924;Female;0;Yes;No;63;Yes;Yes;DSL;Yes;Yes;No;No;Yes;Yes;One year;Yes;Credit card (automatic);79,7;4786.15;0
C4340;Male;0;Yes;No;38;Yes;Yes;DSL;No;No;Yes;Yes;No;Yes;One year;No;Credit card (automatic);69;2669.45;0
C670;Female;0;Yes;No;70;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);57,8;4039.3;0
C3605;Male;0;Yes;Yes;38;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;19,6;717.3;0
C1911;Female;0;Yes;Yes;5;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;30,5;167.2;0
C4897;Male;0;No;No;24;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Mailed check;49,7;1167.8;0
C3959;Male;0;Yes;No;16;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);73,85;1284.2;1
C2697;Female;0;No;No;68;No;No phone service;DSL;Yes;No;Yes;Yes;No;No;Two year;No;Mailed check;38,9;2719.2;0
C2592;Female;0;Yes;Yes;57;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;100,6;5611.7;0
C1782;Male;1;Yes;No;60;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;104,35;6339.45;0
C3014;Female;0;No;No;29;Yes;Yes;DSL;No;No;No;No;Yes;Yes;One year;Yes;Credit card (automatic);71;2080.1;0
C2308;Female;0;Yes;Yes;9;Yes;No;DSL;No;Yes;No;Yes;Yes;No;One year;Yes;Mailed check;65,6;593.3;0
C4195;Female;0;Yes;No;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);25,95;1801.9;0
C3691;Female;0;No;No;24;No;No phone service;DSL;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);54,15;1240.25;1
C688;Male;1;No;No;2;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;49,25;91.1;1
C613;Male;0;No;Yes;66;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,55;1357.1;0
C3201;Male;0;Yes;No;54;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;104,3;5278.15;1
C2268;Female;0;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);113,65;8124.2;0
C6752;Male;0;No;No;52;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,65;1025.05;0
C5345;Male;0;No;Yes;71;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;Yes;Credit card (automatic);76,9;5522.7;0
C1899;Female;1;No;No;5;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;78,95;378.4;1
C4442;Male;0;Yes;No;42;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Electronic check;20,25;835.5;0
C259;Female;0;Yes;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);44,6;80.55;1
C2925;Male;0;No;No;11;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;74,55;824.75;1
C2823;Female;0;Yes;Yes;41;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Month-to-month;No;Credit card (automatic);79,9;3326.2;1
C3340;Female;0;Yes;Yes;68;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);88;6161.9;0
C3526;Female;1;Yes;No;50;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;95,05;4888.7;1
C2286;Male;0;Yes;No;53;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;Yes;Month-to-month;No;Electronic check;93,9;5029.2;1
C485;Female;0;Yes;Yes;8;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;83,55;680.05;1
C2212;Female;0;Yes;No;50;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;One year;Yes;Mailed check;104,4;5232.9;0
C4348;Female;0;No;No;50;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;Two year;Yes;Mailed check;100,2;5038.45;0
C2556;Female;0;No;No;8;Yes;No;DSL;Yes;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;60;487.75;0
C8;Female;0;No;No;10;No;No phone service;DSL;Yes;No;No;No;No;No;Month-to-month;No;Mailed check;29,75;301.9;0
C3658;Female;0;Yes;Yes;37;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);24,1;861.85;0
C5965;Female;0;Yes;Yes;49;Yes;No;DSL;Yes;No;Yes;Yes;No;No;Month-to-month;No;Bank transfer (automatic);61,75;3024.15;0
C2427;Female;0;Yes;No;17;No;No phone service;DSL;No;Yes;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);35,65;646.05;0
C1815;Male;0;Yes;Yes;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,7;258.35;0
C2275;Male;0;Yes;Yes;23;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;99,85;2331.3;1
C1012;Female;0;Yes;Yes;71;No;No phone service;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;No;Mailed check;58,65;4145.25;0
C6648;Female;0;Yes;Yes;71;Yes;No;DSL;Yes;No;Yes;No;Yes;Yes;Two year;No;Credit card (automatic);77,55;5574.35;0
C1068;Male;0;Yes;No;24;Yes;No;Fiber optic;Yes;No;No;Yes;No;Yes;Month-to-month;Yes;Electronic check;89,25;2210.2;0
C1992;Male;0;Yes;Yes;45;Yes;Yes;DSL;No;Yes;Yes;No;Yes;Yes;One year;No;Credit card (automatic);78,75;3600.65;0
C3971;Male;0;Yes;Yes;42;Yes;No;DSL;Yes;No;No;Yes;No;Yes;One year;No;Credit card (automatic);63,7;2763.35;0
C4995;Female;0;No;No;18;Yes;No;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;96,05;1740.7;1
C3868;Female;0;Yes;No;26;Yes;No;DSL;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Credit card (automatic);73,5;1905.7;0
C6909;Male;0;No;Yes;9;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;No;Electronic check;55,35;449.75;1
C3049;Female;0;No;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;44,45;82.7;0
C782;Female;0;Yes;Yes;5;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;44,8;220.45;0
C6837;Male;1;Yes;No;6;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;84,2;519.15;1
C1750;Male;1;No;No;52;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;110,75;5832;0
C2792;Male;0;No;No;57;Yes;No;DSL;Yes;No;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);74,35;4317.35;0
C1092;Male;0;No;No;29;Yes;No;DSL;No;No;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);75,35;2243.9;0
C6301;Female;0;Yes;Yes;67;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;24,9;1680.25;0
C5995;Female;0;No;No;42;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;105,2;4400.75;1
C5710;Female;0;No;No;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19,3;228.75;0
C2609;Male;0;Yes;Yes;7;No;No phone service;DSL;Yes;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;34,5;279.25;1
C5772;Female;0;No;No;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,4;266.6;0
C2291;Female;0;Yes;No;13;No;No phone service;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);48,75;633.4;1
C1728;Male;0;No;No;31;Yes;Yes;DSL;No;Yes;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;71,05;2168.15;0
C611;Male;0;Yes;Yes;9;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;29,95;248.95;1
C344;Male;0;No;No;63;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20,5;1328.15;0
C5489;Male;1;Yes;No;45;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;No;One year;Yes;Bank transfer (automatic);98,7;4525.8;0
C3751;Female;1;Yes;No;12;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;79,2;943.85;0
C3216;Male;0;Yes;No;41;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;80,25;3439;0
C98;Male;0;No;No;5;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;21,05;113.85;1
C4410;Male;1;Yes;No;71;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Credit card (automatic);46,35;3353.4;0
C1538;Female;0;Yes;Yes;72;Yes;Yes;DSL;No;Yes;No;Yes;Yes;Yes;Two year;Yes;Electronic check;78,95;5730.15;0
C3589;Male;0;Yes;No;9;Yes;Yes;DSL;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Credit card (automatic);69,05;653.95;0
C3649;Female;0;Yes;Yes;51;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;One year;Yes;Electronic check;90,15;4554.85;0
C5602;Female;0;Yes;Yes;35;No;No phone service;DSL;No;No;No;Yes;Yes;No;One year;No;Mailed check;40,9;1383.6;0
C1518;Male;0;Yes;No;56;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;One year;Yes;Electronic check;100,55;5514.95;0
C6193;Female;1;No;No;18;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;74,7;1294.6;0
C3670;Male;0;No;No;44;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;111,5;4915.15;0
C2091;Female;0;Yes;Yes;48;No;No phone service;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Credit card (automatic);29,5;1423.05;0
C573;Female;0;No;No;11;Yes;No;DSL;No;No;Yes;Yes;No;Yes;One year;No;Credit card (automatic);64,9;697.25;0
C6399;Male;0;Yes;Yes;71;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);106;7723.7;1
C5844;Male;1;Yes;No;35;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;One year;Yes;Bank transfer (automatic);81,6;2815.25;0
C3063;Male;1;Yes;No;24;No;No phone service;DSL;No;No;Yes;Yes;No;No;Month-to-month;No;Mailed check;34,25;828.2;0
C4450;Female;0;No;No;60;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;No;Electronic check;104,7;6333.8;0
C5092;Male;0;No;No;6;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);30,5;208.7;1
C5327;Male;0;Yes;Yes;15;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;20;288.05;1
C4702;Male;1;No;No;21;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;104,35;2271.85;0
C371;Male;0;Yes;Yes;33;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20,6;690.25;0
C1939;Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,9;20.9;0
C6390;Female;0;Yes;Yes;58;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,55;1079.65;0
C6076;Female;0;No;No;10;Yes;No;DSL;No;Yes;No;Yes;No;Yes;One year;No;Mailed check;64,9;685.55;0
C3671;Female;0;Yes;Yes;33;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);24,25;838.5;0
C3653;Female;1;No;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;25,25;25.25;1
C2362;Female;0;No;Yes;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;45,95;45.95;1
C4261;Male;0;Yes;Yes;42;Yes;No;DSL;No;No;Yes;Yes;Yes;Yes;One year;No;Electronic check;73,15;3088.25;0
C4373;Male;0;Yes;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);20,15;20.15;0
C6344;Male;0;No;No;38;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20,1;730.1;0
C3738;Female;0;No;No;5;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;50,6;249.95;1
C4320;Male;0;No;No;65;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);110;7138.65;0
C4841;Female;1;No;No;43;No;No phone service;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);33,45;1500.25;0
C4873;Female;0;Yes;No;72;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);84,9;6065.3;0
C1172;Male;0;Yes;No;60;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;One year;Yes;Electronic check;94,4;5610.25;1
C5434;Male;0;No;No;55;Yes;No;Fiber optic;Yes;Yes;No;No;Yes;Yes;One year;Yes;Mailed check;100,9;5552.05;0
C1423;Female;0;Yes;Yes;70;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);113,05;7869.05;0
C6315;Female;0;No;No;6;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;73,85;401.3;0
C6194;Female;0;No;Yes;13;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);104,15;1299.1;0
C6188;Male;0;Yes;Yes;8;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,15;165.5;0
C875;Male;0;No;Yes;45;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Two year;No;Bank transfer (automatic);99,7;4634.35;0
C2298;Female;0;Yes;No;54;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;No;Electronic check;110,35;5893.15;1
C2644;Female;0;No;No;33;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;83,35;2757.85;1
C6099;Male;0;Yes;Yes;21;Yes;Yes;DSL;Yes;No;No;No;Yes;Yes;One year;Yes;Bank transfer (automatic);75,9;1549.75;0
C841;Female;1;No;No;55;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;100;5509.3;1
C582;Female;0;No;No;1;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Mailed check;75,3;75.3;1
C205;Male;0;No;No;44;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);68,85;2958.95;0
C1642;Male;0;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);87,1;6230.1;0
C2015;Male;0;Yes;Yes;13;Yes;No;DSL;No;Yes;Yes;Yes;No;No;Month-to-month;No;Bank transfer (automatic);61,8;750.1;0
C3254;Female;0;Yes;Yes;36;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);104,5;3684.95;0
C4332;Male;0;No;No;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);25,55;1898.1;0
C906;Male;1;No;No;9;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;100,5;918.6;1
C632;Female;0;Yes;No;46;Yes;Yes;DSL;Yes;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);55;2473.95;0
C4983;Female;1;Yes;No;61;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);104,4;6405;1
C4507;Male;1;Yes;No;72;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;No;Two year;No;Credit card (automatic);77,35;5396.25;0
C1975;Male;0;Yes;No;11;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74,95;825.7;1
C163;Female;0;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69,7;135.2;0
C4795;Male;0;No;No;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,35;46.35;0
C6323;Female;0;No;No;4;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;79;303.15;1
C6242;Male;0;No;No;3;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;49,15;169.05;1
C876;Female;0;No;No;3;No;No phone service;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);34,8;113.95;0
C1432;Female;0;Yes;No;43;Yes;Yes;DSL;No;No;No;Yes;Yes;No;One year;Yes;Bank transfer (automatic);64,85;2908.2;0
C5929;Female;0;Yes;Yes;61;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,75;1311.6;0
